"Features","Dilution","SampleType","Condition","Day","ZT","Sample","Gluconapin","Glucobrassicanapin_Sm","Glucobrassicanapin_Lg","Glucoerucin_Sm","Glucoerucin_Lg","Glucobrassicin","Glucoalyssin","Neoglucobrassicin_Lg","Neoglucobrassicin_Sm","Glutamate","RaphanusamicAcid","Sucrose","Glutamine","VisRegion","MOPs","2D_Norm","Sinigrin","Rep"
"Fourth_Wounded_LD_Day3_ZT0_386","Fourth","Wounded","LD","Day3","ZT0","386","122536504.00","   831779.56","   831779.56","    23770.27","    23770.27","   414097.31","   350422.84","   457586.38","   457586.38"," 12751583.00","   363540.97"," 53859156.00","  1286168.00","  2798555.75","188181984.00"," 15344946.00","   179322.42","Rep2"
"Fourth_Wounded_LL_Day1_ZT0_314","Fourth","Wounded","LL","Day1","ZT0","314","286424768.0","  1980259.9","  1980259.9","    11495.1","    11495.1","  2287508.0","   508135.7","  1848640.8","  1848640.8"," 14088458.0","   323716.9"," 86907096.0","  1705554.5"," 16094861.0","260301024.0"," 17712098.0","   342213.0","Rep2"
"Fourth_Wounded_LD_Day2_ZT8_362","Fourth","Wounded","LD","Day2","ZT8","362","176728096.00","   873469.12","   873469.12","    51852.07","    51852.07","  3880130.25","  1020676.69","  1696730.88","  1696730.88"," 31546356.00","  1483161.88"," 57259688.00"," 14926991.00","  3300322.25","275973280.00"," 23584486.00","   262520.84","Rep2"
"Fourth_Wounded_LD_Day2_ZT4_356","Fourth","Wounded","LD","Day2","ZT4","356"," 97358960.00","   488400.72","   488400.72","    12542.51","    12542.51","  1459284.88","   200639.86","   111761.88","   583693.06"," 17974656.00","   624038.94"," 47585320.00","  6543630.00","  5003923.50","270294880.00"," 17968266.00","   172323.69","Rep2"
"Fourth_Wounded_LL_Day1_ZT16_26","Fourth","Wounded","LL","Day1","ZT16","26","133682216.00","  1037766.38","  1037766.38","    24790.81","    24790.81","   260097.00","    49209.05","   716321.31","   716321.31"," 16519377.00","   274827.88"," 95710848.00","  1828589.00","  6795232.00","185448368.00","  7645358.50","   247481.45","Rep2"
"Fourth_Wounded_LL_Day3_ZT0_74","Fourth","Wounded","LL","Day3","ZT0","74","2.843578e+07","1.507362e+05","1.507362e+05","0.000000e+00","0.000000e+00","9.681896e+04","8.144931e+03","1.059399e+04","1.059399e+04","1.358331e+07","1.855344e+05","1.036153e+08","1.673039e+06","2.504801e+06","1.821999e+08","5.945965e+06","7.055415e+04","Rep2"
"Sixteenth_Initial_LL_Pools_AllZTs_Batch1Samps","Sixteenth","Initial","LL","Pools","AllZTs","Batch1Samps"," 86684552.00","   684778.69","   684778.69","        0.00","        0.00","   341263.75","    98838.98","   549226.69","   549226.69","  1364993.00","   105452.87","131047480.00","        0.00","  4426656.00","203118224.00","  5692874.50","    91407.55","Rep2"
"Sixteenth_Initial_LL_Pools_AllZTs_circadianSampsTech1","Sixteenth","Initial","LL","Pools","AllZTs","circadianSampsTech1","275967104.0","  1720141.8","  1720141.8","    11196.3","    11196.3","   881970.8","   273773.4","  1455923.1","  1455923.1","  5870667.5","   519055.7","138972576.0","  1218950.5"," 15425259.0","317386880.0"," 18626140.0","   329131.9","Rep2"
"Fourth_Wounded_LL_Day2_ZT8_50","Fourth","Wounded","LL","Day2","ZT8","50"," 70151704.00","   522786.91","   522786.91","        0.00","        0.00","   426248.56","    98966.13","  2582553.25","  2582553.25","  9710286.00","   422686.00"," 81333592.00","   886097.50"," 13373123.00","274076480.00"," 13482927.00","   110080.23","Rep2"
"Fourth_Wounded_LL_Day2_ZT20_69","Fourth","Wounded","LL","Day2","ZT20","69"," 58551876.0","   158226.0","   158226.0","    76569.2","    76569.2","  2881346.2","   284850.5","  1299494.6","  1299494.6"," 22443248.0","   632015.0"," 50307616.0"," 11165710.0","  1059701.1","201784192.0","  2076395.0","   112649.7","Rep2"
"Fourth_Wounded_LL_Day2_ZT4_44","Fourth","Wounded","LL","Day2","ZT4","44"," 46462412.00","   174804.64","   174804.64","    58520.89","    58520.89","  1684580.88","   140655.78","   641481.44","   641481.44"," 17375946.00","   232102.20"," 46390624.00","  5789380.50","  1439820.38","210001600.00","  4086622.75","    95663.88","Rep2"
"Fourth_Wounded_LL_Day2_ZT12_56","Fourth","Wounded","LL","Day2","ZT12","56","434080800.00","  1682534.50","  1682534.50","    21551.31","    21551.31","  2518686.50","   171241.08","  8657119.00","  8657119.00"," 37730496.00","  1511730.75","118772624.00","  2555354.00","  5643477.50","341054848.00"," 10989083.00","   599922.25","Rep2"
"Fourth_Wounded_LL_Day2_ZT0_38","Fourth","Wounded","LL","Day2","ZT0","38","141015888.00","   445640.41","   445640.41","    11360.74","    11360.74","  2350646.50","   136766.67","  3006745.75","  3006745.75"," 19274224.00","   726155.88","132384504.00","  2493742.50","  1953165.00","251201792.00","  7860758.50","   126062.36","Rep2"
"Fourth_Wounded_LL_Day1_ZT8_14","Fourth","Wounded","LL","Day1","ZT8","14","206355280.00","   917600.06","   917600.06","        0.00","        0.00","    39819.62","   211874.78","        0.00","        0.00"," 25707974.00","  1461023.38","136494464.00","  2119881.25","  7754567.50","163586912.00"," 21213360.00","   215582.48","Rep2"
"Fourth_Wounded_LL_Day1_ZT4_8","Fourth","Wounded","LL","Day1","ZT4","8","244926960.00","   838255.44","   838255.44","    37816.37","    37816.37","  2900688.50","   173638.52","  2307925.50","  2307925.50"," 43854400.00","  1840954.88"," 98169760.00","  4554031.00","  2859611.50","147405872.00","  9661162.00","   348434.72","Rep2"
"Fourth_Wounded_LL_Day1_ZT20_32","Fourth","Wounded","LL","Day1","ZT20","32","186371456.00","  1603298.88","  1603298.88","    46888.59","    46888.59","   852157.31","   120957.52","  1874695.00","  1874695.00"," 22337706.00","   689800.06","104658136.00","  3089425.75","  3458721.00","205381920.00","  8538854.00","   289051.75","Rep2"
"Sixteenth_Initial_LL_Pools_AllZTs_circadianSampsTech3","Sixteenth","Initial","LL","Pools","AllZTs","circadianSampsTech3","384351616.00","  2449978.00","  2449978.00","    23662.87","    23662.87","  1278018.62","   343953.94","  1578587.12","  1578587.12"," 12183571.00","   644729.62","111604416.00","  1990624.38","  4471262.50","307514432.00","  6273422.50","   456647.94","Rep2"
"Sixteenth_Initial_LL_Pools_AllZTs_circadianSampsTech2","Sixteenth","Initial","LL","Pools","AllZTs","circadianSampsTech2","503318656.00","  4425971.00","  4425971.00","    36473.33","    36473.33","  2064930.12","   669945.25","  2441579.75","  2441579.75"," 19446556.00","  1147670.38","134777136.00","  2884259.00"," 12074659.00","322345440.00"," 14575032.00","   725287.12","Rep2"
"Sixteenth_Wounded_LL_Pools_AllZTs_Batch1Samps","Sixteenth","Wounded","LL","Pools","AllZTs","Batch1Samps"," 25828218.00","   214910.27","   214910.27","        0.00","        0.00","   277929.72","    27032.51","   636591.31","   636591.31","  1800858.12","   112699.55"," 33959856.00","        0.00","  1667470.38","680435712.00","  2702864.25","    60864.91","Rep2"
"Sixteenth_Initial_LD_Day1_ZT16_106","Sixteenth","Initial","LD","Day1","ZT16","106"," 18435718.00","   105210.49","   105210.49","    30338.96","    30338.96","   885884.38","   199597.30","   829605.88","   829605.88","  6061760.50","   490914.91"," 33636760.00","  8437525.00","  5062669.50","260795696.00","  5062669.50","    39326.95","Rep2"
"Sixteenth_AllSamps_Batch2_Pools_AllZTs_AllSampsTech1","Sixteenth","AllSamps","Batch2","Pools","AllZTs","AllSampsTech1","33253996.00","  185882.47","  185882.47","   29910.74","   29910.74","  335507.69","  106411.80","  449492.59","  449492.59"," 3426118.00","  183996.27","30695462.00"," 1888091.12"," 1074379.00","  337897.56"," 3224027.75","   47192.88","Rep2"
"Sixteenth_Initial_LD_Pools_AllZTs_Alldiel","Sixteenth","Initial","LD","Pools","AllZTs","Alldiel","54969884.00","  219422.61","  219422.61","   66778.67","   66778.67"," 1332654.50","  299057.44","  787907.56","  787907.56","13306181.00","  305881.53","33093786.00"," 8061372.50"," 2614879.00","  242339.55"," 3994860.25","  119498.82","Rep2"
"Sixteenth_Initial_LD_Day1_ZT4_86","Sixteenth","Initial","LD","Day1","ZT4","86","184498576.0","  1081333.1","  1081333.1","        0.0","        0.0","  1252230.5","   436531.5","   871062.3","   871062.3","  6095413.0","   178679.9"," 88835432.0","  1656270.9","  7118037.5","283312608.0"," 12813522.0","   167518.4","Rep2"
"Sixteenth_Initial_LD_Day1_ZT20_114","Sixteenth","Initial","LD","Day1","ZT20","114"," 60204200.00","   280536.25","   280536.25","    48056.62","    48056.62","  1220095.75","   351935.00","   853653.88","   853653.88","  7500699.50","   402164.38"," 20391518.00","  6875585.50","  1390197.62","179741968.00","  7721576.00","    86402.75","Rep2"
"Sixteenth_Initial_LL_Pools_AllZTs_Allcircadian","Sixteenth","Initial","LL","Pools","AllZTs","Allcircadian","43305976.00","  257250.12","  257250.12","   10395.33","   10395.33","  203544.45","   46128.27","  552276.81","  552276.81"," 2339518.00","  103740.08","45609940.00","  601683.69"," 1393290.25","  389416.91"," 3337866.00","   38017.76","Rep2"
"Sixteenth_Initial_LD_Day1_ZT0_81","Sixteenth","Initial","LD","Day1","ZT0","81"," 30491970.00","   151253.81","   151253.81","        0.00","        0.00","   687934.06","   113043.94","   295498.88","   295498.88","  3082923.50","   179542.75"," 15050596.00","  1345006.25","  1060613.12","252001680.00","  4717276.50","    43516.03","Rep2"
"Sixteenth_AllSamps_Batch2_Pools_AllZTs_AllSampsTech3","Sixteenth","AllSamps","Batch2","Pools","AllZTs","AllSampsTech3","41739708.00","  241294.09","  241294.09","   18978.79","   18978.79","  484386.22","  115513.99","  518050.31","  518050.31"," 4530790.50","  175105.41","34729020.00"," 2456974.25"," 1270948.50","  282353.59"," 3716268.00","   60363.47","Rep2"
"Sixteenth_AllSamps_Batch2_Pools_AllZTs_AllSampsTech2","Sixteenth","AllSamps","Batch2","Pools","AllZTs","AllSampsTech2","996020.31","     0.00","     0.00","     0.00","     0.00"," 11926.91","     0.00"," 10357.94"," 10357.94","226832.30","     0.00","993393.50"," 69939.52"," 61370.28"," 21428.92"," 89072.19","     0.00","Rep2"
"Sixteenth_Initial_LD_Day2_ZT16_141","Sixteenth","Initial","LD","Day2","ZT16","141"," 32110346.00","   113832.09","   113832.09","    38748.39","    38748.39","  1457667.88","   106103.66","   596243.81","   596243.81","  8747322.00","   248197.27"," 37997796.00","  4813930.50","  2288032.00","367835232.00"," 11104819.00","    48555.91","Rep2"
"Sixteenth_Initial_LD_Day1_ZT8_93","Sixteenth","Initial","LD","Day1","ZT8","93"," 82287328.00","   407587.00","   407587.00","    17481.94","    17481.94","    14296.02","    74046.26","        0.00","        0.00"," 10795282.00","   779166.38","111543440.00","  1325661.38","  3042036.50","163228000.00"," 13636044.00","    78336.54","Rep2"
"Sixteenth_Initial_LD_Day2_ZT0_116","Sixteenth","Initial","LD","Day2","ZT0","116"," 54539496.00","   157662.11","   157662.11","    14550.29","    14550.29","   966565.88","   256305.34","   591688.06","   591688.06","  5424428.00","   327171.41"," 40272736.00","  1936652.62","  2264382.25","296285664.00","  9598047.00","    81024.44","Rep2"
"Sixteenth_Initial_LD_Day2_ZT12_134","Sixteenth","Initial","LD","Day2","ZT12","134"," 40436436.00","   183615.31","   183615.31","        0.00","        0.00","   663325.56","   105810.29","   582810.00","   582810.00","  6177510.50","   329797.56"," 22981398.00","  3859993.50","  2385748.50","283780640.00"," 13754802.00","    70852.28","Rep2"
"Sixteenth_Initial_LL_Day1_ZT20_422","Sixteenth","Initial","LL","Day1","ZT20","422","1.405229e+05","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.341817e+03","0.000000e+00","1.525881e+04","1.525881e+04","4.214112e+06","3.009763e+05","6.696731e+05","1.864524e+06","1.220164e+06","2.968095e+08","5.837882e+06","0.000000e+00","Rep2"
"Sixteenth_Initial_LL_Day1_ZT12_411","Sixteenth","Initial","LL","Day1","ZT12","411"," 78195328.00","   404146.25","   404146.25","        0.00","        0.00","   849529.81","    87369.49","  1080620.00","  1080620.00","  4321003.50","   231351.81"," 76064648.00","   530057.00","  5796461.00","264381040.00"," 11317490.00","    72038.97","Rep2"
"Sixteenth_Initial_LD_Day2_ZT20_148","Sixteenth","Initial","LD","Day2","ZT20","148"," 51914064.00","   216224.48","   216224.48","        0.00","        0.00","  1738438.00","   253846.06","  1077683.88","  1077683.88","  9858832.00","   785230.38"," 20245472.00","  2513491.75","  2897010.75","301640832.00","  9311459.00","    78063.54","Rep2"
"Sixteenth_Initial_LL_Day1_ZT0_392","Sixteenth","Initial","LL","Day1","ZT0","392"," 70933256.00","   452727.91","   452727.91","        0.00","        0.00","   136698.75","    27146.03","   545537.31","   545537.31","  4486192.00","   140641.75"," 75748800.00","   761892.12","  6847525.00","230994064.00","  9422007.00","   125155.91","Rep2"
"Sixteenth_Initial_LD_Day2_ZT4_126","Sixteenth","Initial","LD","Day2","ZT4","126"," 49701768.00","   393506.44","   393506.44","    15579.88","    15579.88","   417771.28","   131464.83","   542665.25","   542665.25","  5564811.50","   136655.39"," 22212236.00","  2229235.50","  3362050.00","186755664.00","  5598698.00","    76977.10","Rep2"
"Sixteenth_Initial_LD_Day3_ZT0_152","Sixteenth","Initial","LD","Day3","ZT0","152"," 16605227.00","   104537.26","   104537.26","    18814.70","    18814.70","   106097.25","        0.00","   656677.38","   656677.38","  6983622.00","   226850.61"," 84049408.00","  2027625.12","  3864738.25","261609968.00"," 11232342.00","    32621.18","Rep2"
"Sixteenth_Initial_LL_Day1_ZT16_416","Sixteenth","Initial","LL","Day1","ZT16","416","168072848.0","  1593280.9","  1593280.9","    17292.5","    17292.5","   217143.5","   132691.9","  1055896.6","  1055896.6","  8350347.0","   195659.8","103780136.0","  1614938.9","  2757157.2","267877168.0"," 11212876.0","   211108.8","Rep2"
"Sixteenth_Initial_LD_Day2_ZT8_128","Sixteenth","Initial","LD","Day2","ZT8","128"," 32806538.00","    76369.62","    76369.62","    21813.21","    21813.21","  1754511.12","   182084.05","   953615.44","   953615.44","  9433546.00","   439264.91"," 28152894.00","  7786811.00","  1941807.12","279256416.00","  7002459.00","    77931.27","Rep2"
"Sixteenth_Initial_LL_Day1_ZT8_404","Sixteenth","Initial","LL","Day1","ZT8","404"," 16184331.00","    64148.35","    64148.35","        0.00","        0.00","   187414.67","        0.00","  1299486.00","  1299486.00","  2603639.75","   140602.20"," 36846856.00","   346517.12","  3744511.75","253642496.00","  6278495.00","    32745.92","Rep2"
"Sixteenth_Initial_LL_Day2_ZT0_428","Sixteenth","Initial","LL","Day2","ZT0","428","161240176.0","  1003294.6","  1003294.6","        0.0","        0.0","   469229.1","   235845.6","        0.0","   542691.0","  3816891.5","   196851.6"," 98048208.0","   723392.6","  4843285.0","281985216.0","  9021893.0","   147154.5","Rep2"
"Sixteenth_Initial_LL_Day1_ZT4_398","Sixteenth","Initial","LL","Day1","ZT4","398"," 95984416.00","   654349.19","   654349.19","        0.00","        0.00","   752003.06","   199531.47","   721630.62","   721630.62","  3419621.00","   117275.41"," 57758044.00","   649639.25","  6048074.50","222651024.00"," 13127340.00","   117816.65","Rep2"
"Sixteenth_Initial_LL_Day2_ZT8_440","Sixteenth","Initial","LL","Day2","ZT8","440"," 41707656.00","   152998.59","   152998.59","    14702.75","    14702.75","  1135429.50","   194410.91","   471238.78","   471238.78","  3780095.00","   202300.62"," 23308612.00","   762304.69","  7414622.00","287179136.00"," 12168814.00","    79424.31","Rep2"
"Sixteenth_Wounded_LD_Pools_AllZTs_Alldiel","Sixteenth","Wounded","LD","Pools","AllZTs","Alldiel","25306510.00","  167884.66","  167884.66","   22603.59","   22603.59","  538364.38","  177728.41","  308859.56","  308859.56"," 3725279.25","  216393.48","16310239.00"," 2751620.25"," 1324717.88","  380191.81"," 4056775.00","   68036.44","Rep2"
"Sixteenth_Initial_LL_Day2_ZT4_434","Sixteenth","Initial","LL","Day2","ZT4","434"," 17805632.00","    64052.12","    64052.12","        0.00","        0.00","   155073.14","    14177.84","  1269137.00","  1269137.00","  3996591.00","   217142.31"," 44977552.00","   808551.50","  4171531.50","257766128.00","  7295005.50","    37137.39","Rep2"
"Sixteenth_Initial_LL_Day3_ZT0_74","Sixteenth","Initial","LL","Day3","ZT0","74"," 34545492.00","   201328.55","   201328.55","        0.00","        0.00","   104114.52","    27082.81","   513504.38","   513504.38","  4180748.00","   267003.09"," 77731944.00","   793605.38","  1890106.00","201362160.00","  7929879.00","    53870.78","Rep2"
"Sixteenth_Initial_LL_Day2_ZT16_452","Sixteenth","Initial","LL","Day2","ZT16","452","117890984.00","   701465.94","   701465.94","    19801.95","    19801.95","   673518.50","    97310.16","   626621.19","   626621.19","  4020010.00","   151591.39"," 78024400.00","   574027.25","  4466675.50","334480320.00"," 10091552.00","   128361.85","Rep2"
"Sixteenth_Initial_LL_Day2_ZT20_68","Sixteenth","Initial","LL","Day2","ZT20","68"," 83090592.00","   623587.50","   623587.50","    31166.23","    31166.23","   863224.44","   384502.59","   913488.62","   913488.62","  6175089.50","   422070.09"," 28320216.00","  3688439.75","  2688923.00","220837664.00"," 11564881.00","   109479.95","Rep2"
"Sixteenth_Initial_LL_Day2_ZT12_446","Sixteenth","Initial","LL","Day2","ZT12","446"," 82161528.00","   226147.08","   226147.08","        0.00","        0.00","  1476172.88","   104877.99","  1057235.00","  1057235.00","  3825007.75","   155737.27"," 67437304.00","   605152.50","  5571368.00","211079424.00"," 11351920.00","    84332.61","Rep2"
"Sixteenth_Wounded_LD_Day1_ZT0_2","Sixteenth","Wounded","LD","Day1","ZT0","2","120573624.0","   857132.5","   857132.5","        0.0","        0.0","   472449.2","   457126.6","   814094.8","   814094.8"," 10878143.0","   377731.6"," 53858156.0","  1374640.2","  3791526.2","300886656.0"," 21831468.0","   162865.3","Rep2"
"Sixteenth_Wounded_LL_Pools_AllZTs_Allcircadian","Sixteenth","Wounded","LL","Pools","AllZTs","Allcircadian","42118552.00","  215372.11","  215372.11","       0.00","       0.00","  258047.58","   40989.98","  554131.19","  554131.19"," 3352856.50","  109776.82","46696928.00","  631698.06","  632382.44","  394250.22"," 2563678.50","   40774.99","Rep2"
"Sixteenth_Wounded_LD_Day1_ZT12_332","Sixteenth","Wounded","LD","Day1","ZT12","332"," 24632434.00","   104006.91","   104006.91","    22813.08","    22813.08","   762154.81","   134908.89","   574541.62","   574541.62","  4391963.50","   301282.59"," 26779476.00","  5196031.00","  2455791.25","320691008.00","  8111569.00","    44247.71","Rep2"
"Sixteenth_Wounded_LD_Day1_ZT16_338","Sixteenth","Wounded","LD","Day1","ZT16","338","376305632.0","  1261662.8","  1261662.8","   118716.5","   118716.5"," 14111764.0","  2399499.5","  4967065.5","  4967065.5"," 67125464.0","  4424891.5"," 87125712.0"," 11092754.0"," 11389745.0","463303360.0"," 54581468.0","   513350.6","Rep2"
"Sixteenth_Wounded_LD_Day2_ZT4_356","Sixteenth","Wounded","LD","Day2","ZT4","356"," 48416912.00","   202971.75","   202971.75","    35030.36","    35030.36","   983356.44","   354921.91","   603745.06","   603745.06","  5847641.50","   659894.44"," 22441406.00","  6569749.50","  3770958.50","259081088.00"," 11001748.00","    90907.87","Rep2"
"Sixteenth_Wounded_LD_Day1_ZT8_326","Sixteenth","Wounded","LD","Day1","ZT8","326"," 21931922.00","    99198.86","    99198.86","    17839.84","    17839.84","   606676.38","   145615.09","   720855.56","   720855.56","  4884743.50","   172765.73"," 19365180.00","  2274936.50","  2943159.50","276768000.00","  6634212.00","    37987.06","Rep2"
"Sixteenth_Wounded_LD_Day2_ZT20_380","Sixteenth","Wounded","LD","Day2","ZT20","380","2.362554e+07","7.488701e+04","7.488701e+04","0.000000e+00","0.000000e+00","9.525766e+04","8.501908e+03","1.138540e+06","1.138540e+06","1.238831e+06","9.556177e+04","4.453765e+07","2.483733e+05","1.157072e+06","2.394025e+08","4.990071e+06","3.583645e+04","Rep2"
"Sixteenth_Wounded_LD_Day2_ZT12_368","Sixteenth","Wounded","LD","Day2","ZT12","368","   190384.75","        0.00","        0.00","    13786.43","    13786.43","        0.00","        0.00","    99213.78","    99213.78","  4536328.00","   588989.31","  2281214.25","  3403993.75","  1308607.62","306544736.00","  6563821.00","        0.00","Rep2"
"Sixteenth_Wounded_LD_Day1_ZT4_320","Sixteenth","Wounded","LD","Day1","ZT4","320"," 46229036.00","   130848.99","   130848.99","    21728.07","    21728.07","  1994964.38","   248060.00","   581966.06","   581966.06","  5350227.00","   222123.69"," 22024722.00","  3340844.50","  2618922.50","223371536.00"," 12097228.00","    71853.95","Rep2"
"Sixteenth_Wounded_LD_Day2_ZT16_374","Sixteenth","Wounded","LD","Day2","ZT16","374","220156016.00","  1346627.38","  1346627.38","    12135.76","    12135.76","   573448.38","   179787.08","   474497.88","   474497.88","  2937518.00","   229166.08","111771840.00","   399525.44","  3382787.75","282052992.00"," 15287508.00","   272345.47","Rep2"
"Sixteenth_Wounded_LD_Day1_ZT20_344","Sixteenth","Wounded","LD","Day1","ZT20","344","449000960.00","  2278319.75","  2278319.75","    55957.14","    55957.14"," 13560347.00","  3383101.00","  4007738.25","  4007738.25"," 89698984.00","  3738492.00"," 91818128.00"," 34192540.00","  1412756.62","565232000.00"," 25911142.00","   756199.81","Rep2"
"Sixteenth_Wounded_LD_Day2_ZT0_350","Sixteenth","Wounded","LD","Day2","ZT0","350"," 23494996.00","    72930.63","    72930.63","        0.00","        0.00","   161714.69","    22345.81","  2503877.75","  2503877.75","  4728723.50","   272975.78"," 57523444.00","   820960.06","  2716235.50","294054656.00"," 13521444.00","    29889.67","Rep2"
"Sixteenth_Wounded_LL_Day1_ZT0_314","Sixteenth","Wounded","LL","Day1","ZT0","314","125373904.00","   991428.00","   991428.00","        0.00","        0.00","   438213.91","    54703.49","  2245045.00","  2245045.00","  7816594.00","   369424.16"," 89889104.00","  1899780.88","  3091163.25","323596224.00"," 11628068.00","   139926.53","Rep2"
"Sixteenth_Wounded_LL_Day2_ZT4_44","Sixteenth","Wounded","LL","Day2","ZT4","44","192971824.00","   841055.31","   841055.31","   191864.67","   191864.67","  3665516.75","  2024989.38","  1910531.62","  1910531.62"," 34146272.00","  2169876.25"," 75594768.00"," 19686330.00","   867659.50","271823232.00"," 15432242.00","   293829.19","Rep2"
"Sixteenth_Wounded_LD_Day2_ZT8_362","Sixteenth","Wounded","LD","Day2","ZT8","362"," 31617232.00","   105355.20","   105355.20","        0.00","        0.00","   638463.25","    73310.12","   546808.94","   546808.94","  5340399.50","   141201.50"," 16329089.00","  3862950.25","  1200249.00","228357712.00","  2786954.50","    62474.14","Rep2"
"Sixteenth_Wounded_LL_Day2_ZT20_69","Sixteenth","Wounded","LL","Day2","ZT20","69"," 77912016.00","   468141.59","   468141.59","        0.00","        0.00","   479488.28","    80818.65","   585756.44","   585756.44","  3059665.75","   152806.80"," 73792936.00","        0.00","  4707866.50","291197344.00","  6724925.00","    81747.55","Rep2"
"Sixteenth_Wounded_LL_Day2_ZT16_62","Sixteenth","Wounded","LL","Day2","ZT16","62"," 49710140.00","   296926.06","   296926.06","        0.00","        0.00","   387858.09","    49018.39","  1114469.38","  1114469.38","  3338425.50","    91714.73"," 50287700.00","   650257.44","  6007744.00","786562496.00"," 10430058.00","    74371.40","Rep2"
"Sixteenth_Wounded_LD_Day3_ZT0_386","Sixteenth","Wounded","LD","Day3","ZT0","386"," 57480620.00","   181350.19","   181350.19","    19107.23","    19107.23","   970205.06","    51954.09","  2392978.25","  2392978.25","  7132488.50","   370498.03"," 86660024.00","  1278185.38","  1066036.50","220924080.00","  5000040.50","    78892.76","Rep2"
"Sixteenth_Wounded_LL_Day2_ZT12_56","Sixteenth","Wounded","LL","Day2","ZT12","56"," 89814696.00","   426765.69","   426765.69","        0.00","        0.00","   647202.44","    94309.40","   654836.12","   654836.12","  3932932.75","   228928.27"," 41755620.00","  1340110.38","  2909757.25","262488240.00","  9103674.00","    79896.81","Rep2"
"Sixteenth_Wounded_LL_Day2_ZT0_38","Sixteenth","Wounded","LL","Day2","ZT0","38","111418520.00","   560946.50","   560946.50","    88333.39","    88333.39","  1349938.62","  1455625.50","   641812.50","   641812.50"," 11859968.00","   885481.62"," 35004452.00","  6203503.00","  3107078.25","246953856.00"," 14031127.00","   127954.91","Rep2"
"Sixteenth_Wounded_LL_Day1_ZT20_32","Sixteenth","Wounded","LL","Day1","ZT20","32"," 43844840.00","   132557.19","   132557.19","        0.00","        0.00","   359213.34","    11538.23","  1223088.00","  1223088.00","  3345177.75","   155089.31"," 71471368.00","   728199.12","  7213745.50","319824160.00","  9950492.00","    43313.80","Rep2"
"Sixteenth_Wounded_LL_Day1_ZT8_14","Sixteenth","Wounded","LL","Day1","ZT8","14"," 69455968.0","   663704.8","   663704.8","        0.0","        0.0","   168013.2","    69724.8","  1445582.5","  1445582.5","  5477660.5","   221538.6"," 70501152.0","  1024300.8","  2308979.2","267556336.0"," 12555036.0","   111682.2","Rep2"
"Sixteenth_Wounded_LL_Day1_ZT16_26","Sixteenth","Wounded","LL","Day1","ZT16","26","145517776.00","   525878.44","   525878.44","    18442.49","    18442.49","  1268816.38","    81156.12","  1216541.00","  1216541.00"," 19511286.00","   598509.44"," 68826400.00","  3802289.25","  2326422.75","158488608.00","  8136141.00","   138143.34","Rep2"
"Sixteenth_Wounded_LL_Day1_ZT12_20","Sixteenth","Wounded","LL","Day1","ZT12","20"," 49534456.0","   179867.0","   179867.0","        0.0","        0.0","  1088309.2","   216879.4","   665229.5","   665229.5","  6321797.5","   435162.6"," 30218308.0","  1971834.0","  4648966.5","240228160.0"," 11607710.0","   104809.2","Rep2"
"Sixteenth_Wounded_LL_Day3_ZT0_74","Sixteenth","Wounded","LL","Day3","ZT0","74"," 52664928.00","   343317.41","   343317.41","        0.00","        0.00","   348705.81","    71236.55","  2309088.25","  2309088.25","  4464827.50","   131050.98"," 68824400.00","   362141.41","  4211683.50","307060480.00","  9051041.00","    84238.09","Rep2"
"Sixteenth_Wounded_LL_Day2_ZT8_50","Sixteenth","Wounded","LL","Day2","ZT8","50"," 26896972.00","   243833.72","   243833.72","        0.00","        0.00","   167645.98","    51786.46","  1126121.12","  1126121.12","  3153968.50","   117134.01"," 46871176.00","        0.00","  5692320.00","311193472.00","  5692320.00","    49159.14","Rep2"
"Fourth_Initial_LD_Day1_20_109","Fourth","Initial","LD","Day1","ZT20","109","77917160.00","  206158.53","  206158.53","   14813.76","   14813.76"," 2152146.75","  335209.22"," 1477258.88"," 1477258.88","20904836.00"," 1123722.38","27199810.00"," 4109931.50","16625630.00","78130784.00"," 8069682.00","  160283.00","Rep3"
"Fourth_Initial_LD_Day1_16_107","Fourth","Initial","LD","Day1","ZT16","107","73727936.00","  324708.94","  324708.94","   12850.79","   12850.79"," 1460355.38","  349854.97"," 1061289.25"," 1061289.25","26912898.00","  276676.41","30059064.00"," 8725544.00","16114313.00","77439968.00"," 9639374.00","  121322.45","Rep3"
"Fourth_Initial_LD_Day1_4_87","Fourth","Initial","LD","Day1","ZT4","87","26102136.00","   69605.59","   69605.59","   10101.19","   10101.19","  716437.06","  201599.84","   15477.33","  511094.62","11171362.00","  482454.47","15671286.00"," 4046492.50","10531187.00","83198888.00"," 3269700.00","   89053.01","Rep3"
"Fourth_Initial_LD_Day1_0_82","Fourth","Initial","LD","Day1","ZT0","82","  442695.00","   15819.80","   15819.80","       0.00","       0.00","   33214.62","   16938.21","  226527.56","  226527.56","15630986.00","  917841.50"," 3648214.50"," 4178433.50","19378716.00","89671648.00"," 2374776.00","       0.00","Rep3"
